Gene	ID	Tumor	Normal	log2FC	Qvalue					
GSTO2	ENSG00000065621.14	22.011	1.830	3.023	1.34e-80
TBC1D1	ENSG00000065882.15	31.631	119.022	-1.879	7.22e-47
MTHFD2	ENSG00000065911.11	58.351	16.620	1.752	7.65e-103
TIE1	ENSG00000066056.13	4.000	9.100	-1.014	8.18e-31
NGEF	ENSG00000066248.14	11.550	2.610	1.798	6.92e-24
ZNRD1	ENSG00000066379.14	55.230	19.740	1.439	2.66e-144
MPPED2	ENSG00000066382.16	0.200	2.950	-1.719	3.28e-70
FGFR2	ENSG00000066468.20	3.520	23.200	-2.421	9.46e-98
MTFR1	ENSG00000066855.15	22.781	10.660	1.028	6.08e-102
PPAP2A	ENSG00000067113.16	21.800	92.699	-2.039	3.02e-114
TRAM1	ENSG00000067167.7	92.001	40.430	1.167	4.17e-73
PKM	ENSG00000067225.17	628.730	228.001	1.459	3.63e-84
TRO	ENSG00000067445.20	0.820	7.780	-2.270	1.48e-86
PRKCZ	ENSG00000067606.15	22.320	8.000	1.374	1.44e-46
ZFY	ENSG00000067646.11	0.240	2.160	-1.350	4.78e-5
ROGDI	ENSG00000067836.12	14.820	42.320	-1.453	2.13e-93
PDZD4	ENSG00000067840.12	0.240	12.190	-3.411	8.23e-135
HDAC4	ENSG00000068024.16	4.230	16.151	-1.713	2.54e-51
FGFR3	ENSG00000068078.17	7.990	3.350	1.047	5.19e-5
MEF2A	ENSG00000068305.17	7.490	19.500	-1.272	8.18e-63
INPP5A	ENSG00000068383.18	13.500	33.560	-1.253	1.04e-51
FTSJ1	ENSG00000068438.14	38.521	18.220	1.040	1.62e-104
PRR11	ENSG00000068489.12	11.500	0.660	2.913	1.21e-201
REEP1	ENSG00000068615.16	1.250	18.680	-3.129	2.08e-61
POLR1A	ENSG00000068654.15	10.920	4.690	1.067	1.48e-86
STON1-GTF2A1L	ENSG00000068781.20	0.020	1.590	-1.344	1.65e-50
KIF2A	ENSG00000068796.16	13.790	6.360	1.007	1.46e-68
RASGRP2	ENSG00000068831.18	1.910	31.780	-3.494	3.75e-141
PYGM	ENSG00000068976.13	0.260	12.080	-3.376	1.71e-111
PITX1	ENSG00000069011.15	20.870	5.080	1.847	1.01e-87
VPS35	ENSG00000069329.15	51.510	25.251	1.000	3.19e-78
MAOB	ENSG00000069535.13	1.960	23.700	-3.061	2.23e-83
RORA	ENSG00000069667.15	0.860	4.240	-1.494	7.83e-85
TGFBR3	ENSG00000069702.10	3.360	17.040	-2.049	5.57e-76
PLA2G10	ENSG00000069764.9	6.690	1.860	1.427	6.77e-6
HES2	ENSG00000069812.11	5.330	0.640	1.949	4.80e-21
GUCY2C	ENSG00000070019.4	26.259	1.400	3.506	1.87e-45
PTPN3	ENSG00000070159.13	15.150	3.190	1.946	4.80e-63
FGF10	ENSG00000070193.4	0.300	3.030	-1.632	6.30e-71
SLC44A1	ENSG00000070214.15	26.060	12.000	1.058	4.97e-38
FSTL3	ENSG00000070404.9	11.180	38.191	-1.686	1.37e-28
POLB	ENSG00000070501.11	22.190	9.300	1.171	4.67e-108
ST6GALNAC1	ENSG00000070526.14	50.822	12.490	1.942	6.49e-11
GBA2	ENSG00000070610.14	37.041	117.742	-1.642	2.11e-90
ST6GALNAC2	ENSG00000070731.9	1.990	7.610	-1.526	2.82e-42
PABPC1	ENSG00000070756.13	1683.443	506.598	1.731	6.77e-99
PTPN21	ENSG00000070778.12	3.710	10.250	-1.256	1.11e-111
OSBPL3	ENSG00000070882.12	10.180	2.580	1.643	1.78e-109
RAD18	ENSG00000070950.9	6.940	2.390	1.228	3.90e-159
MS4A12	ENSG00000071203.9	0.670	8.850	-2.560	7.57e-23
WBSCR22	ENSG00000071462.11	116.921	46.970	1.298	1.63e-123
TRIP13	ENSG00000071539.13	12.970	0.850	2.917	4.39e-241
TCF3	ENSG00000071564.14	66.311	31.089	1.069	8.81e-97
TRIB2	ENSG00000071575.11	6.800	20.100	-1.436	4.14e-25
EPN2	ENSG00000072134.15	8.060	18.760	-1.125	3.30e-47
LIMS2	ENSG00000072163.18	9.080	308.707	-4.941	1.29e-107
SPEG	ENSG00000072195.14	1.760	150.727	-5.781	2.31e-117
TFRC	ENSG00000072274.12	90.239	28.909	1.609	1.93e-67
SMC1A	ENSG00000072501.17	33.981	13.550	1.266	2.51e-64
HSD17B10	ENSG00000072506.12	136.427	60.199	1.167	2.63e-91
HMMR	ENSG00000072571.19	13.060	0.640	3.100	1.02e-165
FCGR2B	ENSG00000072694.18	2.660	7.720	-1.252	6.77e-31
EVC	ENSG00000072840.12	0.970	5.050	-1.619	4.42e-47
MRVI1	ENSG00000072952.18	3.850	41.630	-3.136	1.30e-83
PVR	ENSG00000073008.14	27.789	11.590	1.193	1.20e-99
SCARB1	ENSG00000073060.15	55.020	17.430	1.604	1.61e-106
MCM2	ENSG00000073111.13	28.111	3.010	2.860	1.86e-181
LLGL2	ENSG00000073350.13	136.418	23.271	2.501	4.13e-39
NLE1	ENSG00000073536.17	18.270	5.380	1.595	5.49e-164
PPP2R3A	ENSG00000073711.10	1.230	5.640	-1.574	4.72e-126
FERMT2	ENSG00000073712.13	5.820	77.772	-3.530	4.12e-78
IGF2BP2	ENSG00000073792.15	19.710	6.480	1.469	1.13e-67
ST6GAL1	ENSG00000073849.14	34.279	10.330	1.639	6.35e-47
FRY	ENSG00000073910.19	4.070	16.000	-1.745	1.34e-47
MRPS34	ENSG00000074071.13	139.952	60.170	1.204	1.21e-89
TEAD2	ENSG00000074219.13	14.810	31.959	-1.060	7.59e-17
ZNF532	ENSG00000074657.13	5.400	22.450	-1.873	1.02e-42
SCARF1	ENSG00000074660.15	2.150	6.270	-1.207	1.47e-70
HACD3	ENSG00000074696.12	49.600	14.080	1.746	5.80e-155
ZZEF1	ENSG00000074755.14	7.720	21.299	-1.355	2.95e-82
MYDGF	ENSG00000074842.7	140.224	59.030	1.234	8.87e-84
TACR2	ENSG00000075073.14	0.760	70.761	-5.350	2.39e-92
TIPIN	ENSG00000075131.9	7.360	2.910	1.096	1.57e-98
SRI	ENSG00000075142.13	239.668	98.879	1.269	4.36e-7
NUP37	ENSG00000075188.8	38.109	10.650	1.747	1.52e-175
GTSE1	ENSG00000075218.18	9.300	0.860	2.469	1.40e-132
VPS9D1	ENSG00000075399.12	5.140	12.110	-1.094	4.28e-74
MOCOS	ENSG00000075643.5	3.900	1.000	1.293	1.90e-91
WDR62	ENSG00000075702.16	3.790	0.510	1.665	5.32e-143
SEC31B	ENSG00000075826.16	1.970	18.379	-2.706	2.94e-114
MCM6	ENSG00000076003.4	24.669	7.070	1.669	6.73e-152
UNG	ENSG00000076248.10	42.611	14.390	1.503	2.24e-104
RGS11	ENSG00000076344.15	1.010	12.760	-2.775	2.85e-100
SPAG5	ENSG00000076382.16	22.420	5.200	1.917	2.51e-98
TPD52	ENSG00000076554.15	122.089	24.439	2.275	5.81e-76
TRAF4	ENSG00000076604.14	54.640	19.200	1.462	8.08e-45
ICAM3	ENSG00000076662.9	19.910	9.370	1.012	1.72e-33
MCAM	ENSG00000076706.14	26.379	141.552	-2.380	1.68e-42
MBNL3	ENSG00000076770.14	4.010	1.110	1.248	4.68e-48
RAP1GAP	ENSG00000076864.19	9.780	3.030	1.420	2.05e-17
STXBP2	ENSG00000076944.14	79.478	32.769	1.253	7.24e-29
RARB	ENSG00000077092.18	0.950	3.120	-1.079	3.82e-42
UBE2T	ENSG00000077152.9	38.101	4.660	2.788	1.33e-179
PPP1R12B	ENSG00000077157.20	6.790	102.202	-3.728	1.81e-93
IL4R	ENSG00000077238.13	31.169	64.749	-1.031	7.95e-54
EXOSC5	ENSG00000077348.8	42.370	11.650	1.778	7.56e-172
FGFR1	ENSG00000077782.19	8.560	95.022	-3.328	2.04e-85
FBLN1	ENSG00000077942.17	31.021	127.574	-2.006	2.62e-62
LAMP3	ENSG00000078081.7	2.910	0.150	1.766	3.65e-112
FAP	ENSG00000078098.13	7.980	2.970	1.178	1.16e-23
NEBL	ENSG00000078114.18	15.730	1.100	2.994	1.40e-233
TIGAR	ENSG00000078237.5	8.770	3.710	1.053	4.10e-80
ITM2A	ENSG00000078596.10	4.360	16.340	-1.694	2.91e-71
TP53INP2	ENSG00000078804.12	10.360	34.811	-1.656	7.73e-77
TP73	ENSG00000078900.14	1.220	0.090	1.026	1.79e-101
RUNX1T1	ENSG00000079102.16	0.480	4.490	-1.891	1.75e-78
MKNK1	ENSG00000079277.19	16.330	42.570	-1.330	1.50e-84
TNS1	ENSG00000079308.16	7.920	205.187	-4.531	1.81e-92
RAPGEF3	ENSG00000079337.15	3.320	16.060	-1.982	8.62e-80
FDFT1	ENSG00000079459.12	155.244	72.978	1.079	7.39e-38
PAFAH1B3	ENSG00000079462.7	68.190	11.830	2.431	7.44e-189
KIF22	ENSG00000079616.12	45.670	20.609	1.111	2.17e-51
SCGN	ENSG00000079689.13	0.170	9.440	-3.158	1.27e-181
LRRC16A	ENSG00000079691.16	13.690	5.000	1.292	4.12e-53
PTPRH	ENSG00000080031.9	12.230	3.080	1.697	7.12e-10
EPHA6	ENSG00000080224.17	0.010	1.110	-1.063	9.07e-64
SLC4A4	ENSG00000080493.13	0.590	2.440	-1.113	2.45e-30
MID2	ENSG00000080561.13	1.480	4.190	-1.065	1.24e-27
KIAA0020	ENSG00000080608.9	30.300	14.580	1.006	1.96e-71
HSP90AA1	ENSG00000080824.18	441.784	202.194	1.124	1.76e-44
RBL1	ENSG00000080839.11	3.830	1.300	1.070	3.85e-121
IGSF9B	ENSG00000080854.14	0.690	7.820	-2.384	1.01e-58
NDC80	ENSG00000080986.12	8.620	1.010	2.259	2.10e-134
TCF7	ENSG00000081059.19	24.721	2.620	2.829	4.52e-172
MEF2C	ENSG00000081189.13	2.810	9.330	-1.439	8.37e-66
SMARCD3	ENSG00000082014.16	4.970	37.670	-2.695	1.16e-112
PGR	ENSG00000082175.14	0.070	1.210	-1.046	4.78e-80
EPB41L3	ENSG00000082397.15	3.830	29.670	-2.667	5.05e-123
GSK3B	ENSG00000082701.14	23.640	8.740	1.339	3.26e-129
ULK2	ENSG00000083290.19	2.960	8.100	-1.200	1.08e-44
GRHL2	ENSG00000083307.10	13.380	0.750	3.039	1.77e-106
NUFIP1	ENSG00000083635.7	5.740	2.200	1.075	3.80e-114
SLC27A5	ENSG00000083807.9	17.560	7.220	1.175	2.01e-40
ZNF671	ENSG00000083814.12	0.570	4.470	-1.801	5.97e-132
GSTP1	ENSG00000084207.15	703.642	287.316	1.289	6.14e-65
RAB10	ENSG00000084733.10	78.732	38.149	1.026	3.68e-75
MAPRE3	ENSG00000084764.10	10.700	26.740	-1.245	9.98e-69
MECOM	ENSG00000085276.17	19.670	7.530	1.277	1.09e-49
PREP	ENSG00000085377.13	57.611	21.209	1.400	1.71e-87
SLC25A24	ENSG00000085491.15	25.069	11.700	1.037	1.09e-33
IGSF9	ENSG00000085552.16	5.220	1.380	1.386	1.76e-5
TTC39A	ENSG00000085831.15	23.350	2.310	2.879	1.33e-51
ORC1	ENSG00000085840.12	5.280	0.470	2.095	3.08e-137
MGST2	ENSG00000085871.8	115.167	46.520	1.290	2.38e-62
RAD54L	ENSG00000085999.11	9.200	0.920	2.409	1.81e-149
SNX10	ENSG00000086300.15	5.670	1.520	1.404	2.51e-93
TMED2	ENSG00000086598.10	173.584	64.762	1.409	1.46e-103
ERO1LB	ENSG00000086619.13	1.020	3.670	-1.209	2.34e-67
HSD17B14	ENSG00000087076.8	2.600	6.300	-1.020	1.28e-41
FTL	ENSG00000087086.13	3895.248	1917.219	1.022	5.22e-27
MT3	ENSG00000087250.8	1.210	6.490	-1.761	4.07e-37
LPCAT2	ENSG00000087253.11	9.880	4.280	1.043	2.83e-76
GNAO1	ENSG00000087258.13	0.540	29.390	-4.303	1.71e-112
NOP14	ENSG00000087269.15	26.829	11.730	1.128	1.19e-99
KLHL42	ENSG00000087448.9	6.450	13.970	-1.007	2.92e-34
RFX2	ENSG00000087903.12	3.130	10.680	-1.500	5.69e-53
SULT2B1	ENSG00000088002.11	20.910	0.610	3.766	2.97e-224
REM1	ENSG00000088320.3	0.430	3.030	-1.495	2.25e-82
TPX2	ENSG00000088325.15	44.910	1.380	4.270	3.08e-185
PDRG1	ENSG00000088356.5	18.590	8.770	1.004	4.63e-90
TGDS	ENSG00000088451.10	13.920	5.740	1.146	7.23e-133
KIF9	ENSG00000088727.12	18.950	7.980	1.152	2.46e-104
SMOX	ENSG00000088826.17	12.280	4.170	1.361	2.42e-89
SIGLEC1	ENSG00000088827.12	0.860	6.430	-1.998	1.15e-97
SLC4A11	ENSG00000088836.12	2.040	0.310	1.215	2.17e-81
KIZ	ENSG00000088970.15	8.880	29.120	-1.608	1.79e-33
TESC	ENSG00000088992.17	48.849	2.940	3.661	2.78e-114
OAS1	ENSG00000089127.12	70.668	12.790	2.378	1.21e-63
RPLP0	ENSG00000089157.15	3549.253	1441.544	1.299	1.60e-57
TRMT6	ENSG00000089195.14	13.180	5.810	1.058	1.12e-91
FXYD5	ENSG00000089327.14	174.634	42.060	2.028	2.54e-105
ZNF302	ENSG00000089335.20	7.680	21.240	-1.357	2.69e-67
FXYD3	ENSG00000089356.16	886.882	132.302	2.736	8.66e-22
OTUB2	ENSG00000089723.9	2.160	0.300	1.281	4.20e-136
LTBP4	ENSG00000090006.17	54.571	158.902	-1.525	2.43e-69
RGS1	ENSG00000090104.11	21.850	45.959	-1.039	1.60e-22
YPEL3	ENSG00000090238.11	34.360	89.479	-1.355	2.73e-52
MRPS33	ENSG00000090263.15	116.387	54.560	1.079	1.05e-67
IRAK3	ENSG00000090376.8	0.710	3.090	-1.258	2.10e-76
LYZ	ENSG00000090382.6	264.311	24.250	3.393	2.31e-68
TFAP4	ENSG00000090447.11	17.910	5.230	1.602	3.91e-163
P3H2	ENSG00000090530.9	2.830	18.040	-2.314	2.33e-83
FLT3LG	ENSG00000090554.12	4.800	15.480	-1.507	6.22e-69
KIF4A	ENSG00000090889.11	10.210	0.620	2.791	8.21e-180
TNRC6A	ENSG00000090905.17	8.200	21.621	-1.298	2.54e-71
PLEKHG2	ENSG00000090924.14	6.250	18.330	-1.415	2.84e-39
PITPNM2	ENSG00000090975.12	3.070	8.350	-1.200	3.94e-95
PUS7	ENSG00000091127.13	12.520	3.800	1.494	1.03e-142
LAMB1	ENSG00000091136.13	59.428	128.773	-1.103	4.45e-25
ITGA6	ENSG00000091409.14	94.339	23.530	1.959	2.07e-102
SMPX	ENSG00000091482.5	0.240	8.270	-2.902	1.65e-54
SEL1L3	ENSG00000091490.10	72.770	11.550	2.555	5.83e-83
TF	ENSG00000091513.14	0.160	1.920	-1.332	7.65e-79
NLRP1	ENSG00000091592.15	2.960	16.210	-2.120	2.86e-107
PITPNM3	ENSG00000091622.15	2.190	5.690	-1.068	9.29e-58
ORC6	ENSG00000091651.8	12.180	1.180	2.596	2.74e-154
ZFHX4	ENSG00000091656.15	0.120	1.730	-1.285	2.22e-53
SLC22A17	ENSG00000092096.14	1.850	23.230	-3.088	1.67e-123
SEMA6A	ENSG00000092421.16	3.890	15.840	-1.784	3.14e-88
EZR	ENSG00000092820.17	157.356	48.431	1.680	1.74e-54
MYL6	ENSG00000092841.18	1627.452	3893.629	-1.258	1.16e-20
XXbac-B461K10.4	ENSG00000093100.13	5.230	17.660	-1.583	8.26e-93
XYLB	ENSG00000093217.9	4.540	1.320	1.256	2.85e-82
HDAC6	ENSG00000094631.18	24.390	57.859	-1.213	4.18e-54
FMO2	ENSG00000094963.13	0.130	2.780	-1.742	2.44e-72
MSH2	ENSG00000095002.12	16.140	5.230	1.460	1.88e-130
EPB41L4B	ENSG00000095203.14	26.070	4.470	2.307	3.87e-28
TMEM38B	ENSG00000095209.11	11.190	4.260	1.213	5.26e-71
PTGS1	ENSG00000095303.14	3.780	40.649	-3.123	3.36e-96
NANS	ENSG00000095380.10	108.082	53.212	1.009	6.93e-14
TBC1D2	ENSG00000095383.19	11.830	5.340	1.017	1.17e-43
SEMA4G	ENSG00000095539.15	31.550	10.300	1.526	7.65e-12
SORBS1	ENSG00000095637.20	8.330	175.557	-4.242	2.05e-82
TPSD1	ENSG00000095917.13	0.210	1.860	-1.241	4.48e-30
SMIM24	ENSG00000095932.6	35.409	3.030	3.175	1.65e-42
TREM2	ENSG00000095970.16	4.630	0.740	1.694	1.92e-67
FKBP5	ENSG00000096060.14	15.100	69.012	-2.121	3.72e-59
SRPK1	ENSG00000096063.14	45.739	12.680	1.773	1.15e-128
HSP90AB1	ENSG00000096384.19	756.029	330.750	1.190	1.10e-61
PCSK5	ENSG00000099139.13	1.710	5.420	-1.244	3.52e-73
SCD	ENSG00000099194.5	105.229	13.490	2.874	1.52e-112
ERMP1	ENSG00000099219.13	16.820	5.220	1.519	2.93e-83
PALMD	ENSG00000099260.10	1.630	6.650	-1.540	8.57e-46
MZF1	ENSG00000099326.8	8.410	23.900	-1.404	7.85e-66
STX1B	ENSG00000099365.9	0.270	1.900	-1.191	2.97e-74
MAR2	ENSG00000099785.10	16.410	56.199	-1.716	2.71e-59
TECR	ENSG00000099797.11	199.285	81.962	1.272	4.78e-91
TIMM13	ENSG00000099800.7	131.872	49.679	1.391	4.59e-89
MTAP	ENSG00000099810.18	20.050	8.500	1.148	1.92e-96
MISP	ENSG00000099812.8	146.554	6.940	4.216	2.05e-53
IZUMO4	ENSG00000099840.13	1.370	6.100	-1.583	3.11e-82
RASSF7	ENSG00000099849.14	49.931	9.740	2.246	3.01e-38
GADD45B	ENSG00000099860.8	18.450	61.002	-1.673	5.78e-47
PALM	ENSG00000099864.17	2.260	28.759	-3.190	7.03e-110
MADCAM1	ENSG00000099866.14	0.370	3.020	-1.553	2.97e-61
RANBP1	ENSG00000099901.16	162.545	60.799	1.404	4.99e-107
LZTR1	ENSG00000099949.18	17.890	47.980	-1.375	5.10e-65
MMP11	ENSG00000099953.9	53.850	3.890	3.488	2.65e-154
SNRPD3	ENSG00000100028.11	122.241	59.482	1.027	1.99e-79
PES1	ENSG00000100029.17	69.942	29.531	1.216	6.72e-110
GGT1	ENSG00000100031.18	19.889	8.340	1.161	5.35e-13
SLC35E4	ENSG00000100036.12	7.830	2.780	1.224	1.84e-90
SH3BP1	ENSG00000100092.20	23.569	7.570	1.519	3.95e-21
LGALS1	ENSG00000100097.11	328.921	797.366	-1.275	8.22e-12
GCAT	ENSG00000100116.16	15.530	6.680	1.106	6.43e-79
NHP2L1	ENSG00000100138.13	152.123	65.739	1.198	3.21e-77
SOX10	ENSG00000100146.16	0.030	10.600	-3.493	1.59e-150
TTC28	ENSG00000100154.14	1.000	5.560	-1.714	8.54e-89
SLC5A1	ENSG00000100170.9	25.300	0.940	3.761	1.63e-79
TPTEP1	ENSG00000100181.21	1.040	7.160	-2.000	1.78e-44
KDELR3	ENSG00000100196.10	24.160	4.790	2.120	1.06e-133
TCF20	ENSG00000100207.18	19.180	8.330	1.113	6.17e-97
TOMM22	ENSG00000100216.5	73.648	33.511	1.113	4.54e-83
XBP1	ENSG00000100219.16	171.183	77.600	1.131	9.50e-50
TIMP3	ENSG00000100234.11	43.910	106.950	-1.265	3.63e-22
SUN2	ENSG00000100242.15	41.140	87.468	-1.070	1.50e-53
MCM5	ENSG00000100297.15	38.321	11.730	1.627	1.08e-110
TSPO	ENSG00000100300.17	281.169	121.937	1.199	8.44e-45
RASD2	ENSG00000100302.6	1.610	12.430	-2.363	5.54e-94
TTLL12	ENSG00000100304.12	49.511	18.840	1.348	1.92e-36
RBFOX2	ENSG00000100320.22	18.600	39.879	-1.061	4.08e-22
SYNGR1	ENSG00000100321.14	1.280	16.910	-2.974	4.27e-101
SGSM3	ENSG00000100359.20	36.380	74.728	-1.019	1.72e-37
IL2RB	ENSG00000100385.13	2.980	0.730	1.202	4.19e-26
RANGAP1	ENSG00000100401.19	54.799	23.470	1.189	1.97e-93
GZMB	ENSG00000100453.12	10.280	0.750	2.688	6.62e-73
POLE2	ENSG00000100479.12	7.310	1.900	1.519	6.54e-112
TRIM9	ENSG00000100505.13	0.150	4.080	-2.143	1.51e-107
GNPNAT1	ENSG00000100522.8	25.640	6.250	1.878	7.50e-150
PLEK2	ENSG00000100558.8	61.320	3.570	3.769	1.58e-109
GALNT16	ENSG00000100626.16	0.210	3.660	-1.945	7.79e-99
ERH	ENSG00000100632.10	151.365	73.028	1.041	5.32e-76
SRSF5	ENSG00000100650.15	137.662	366.202	-1.405	2.43e-61
MTHFD1	ENSG00000100714.15	48.670	20.800	1.188	1.31e-104
GSKIP	ENSG00000100744.14	36.829	11.420	1.607	6.27e-33
VRK1	ENSG00000100749.7	18.920	6.210	1.466	2.46e-52
PAPLN	ENSG00000100767.15	1.920	9.650	-1.867	1.42e-82
PCK2	ENSG00000100889.11	51.911	14.150	1.804	2.94e-31
KIAA0391	ENSG00000100890.15	18.950	8.800	1.026	3.85e-81
PSME2	ENSG00000100911.13	309.200	106.439	1.530	6.60e-72
REC8	ENSG00000100918.12	5.610	15.080	-1.283	8.86e-48
NFATC4	ENSG00000100968.13	9.740	76.680	-2.855	1.47e-81
GSS	ENSG00000100983.9	65.821	21.850	1.548	5.29e-81
MMP9	ENSG00000100985.7	18.860	0.690	3.555	1.78e-102
PROCR	ENSG00000101000.4	35.050	12.790	1.386	1.80e-49
GINS1	ENSG00000101003.9	10.370	0.550	2.875	1.27e-187
NINL	ENSG00000101004.14	1.560	8.770	-1.932	1.39e-46
SGK2	ENSG00000101049.14	12.880	4.020	1.467	1.78e-2
MYBL2	ENSG00000101057.15	42.659	0.810	4.592	2.00e-184
HNF4A	ENSG00000101076.16	81.148	4.300	3.954	8.11e-64
SALL4	ENSG00000101115.12	1.290	0.130	1.019	3.26e-89
PFDN4	ENSG00000101132.9	63.769	25.170	1.307	1.39e-86
RAE1	ENSG00000101146.12	39.810	15.680	1.291	4.18e-114
NELFCD	ENSG00000101158.12	82.007	40.310	1.007	1.07e-71
PRPF6	ENSG00000101161.7	69.651	33.739	1.024	4.30e-77
SLMO2	ENSG00000101166.15	92.757	23.450	1.939	1.05e-103
PSMA7	ENSG00000101182.14	361.737	161.031	1.163	2.32e-73
SLCO4A1	ENSG00000101187.15	36.359	11.730	1.553	1.65e-73
NTSR1	ENSG00000101188.4	0.220	8.040	-2.889	8.78e-52
MRGBP	ENSG00000101189.6	16.511	6.920	1.145	4.05e-115
PTK6	ENSG00000101213.6	25.100	2.950	2.724	1.79e-34
TRIB3	ENSG00000101255.10	34.561	2.080	3.529	2.40e-231
SLC52A3	ENSG00000101276.14	12.800	1.320	2.573	1.96e-59
HM13	ENSG00000101294.16	197.813	63.030	1.635	1.69e-123
SNPH	ENSG00000101298.13	0.700	4.290	-1.638	2.57e-59
SEC23B	ENSG00000101310.14	51.449	12.650	1.942	5.22e-116
FERMT1	ENSG00000101311.15	65.949	1.480	4.755	9.92e-140
PLCB4	ENSG00000101333.16	20.920	7.520	1.363	2.99e-42
MYL9	ENSG00000101335.9	116.290	3665.005	-4.966	9.61e-76
POFUT1	ENSG00000101346.11	35.429	13.000	1.380	4.34e-90
SAMHD1	ENSG00000101347.8	15.960	35.680	-1.113	1.23e-38
SNTA1	ENSG00000101400.5	4.020	13.520	-1.532	6.56e-55
PXMP4	ENSG00000101417.11	9.800	4.340	1.016	2.99e-80
PIGU	ENSG00000101464.10	38.641	11.720	1.640	4.05e-131
TNNC2	ENSG00000101470.9	8.890	3.800	1.043	5.06e-14
ZNF516	ENSG00000101493.10	2.490	6.990	-1.195	3.25e-70
SMCHD1	ENSG00000101596.14	6.380	16.080	-1.211	2.55e-70
MYOM1	ENSG00000101605.12	0.480	9.880	-2.878	1.36e-134
LIPG	ENSG00000101670.11	14.460	2.640	2.087	8.18e-95
POLI	ENSG00000101751.10	4.410	13.620	-1.434	1.37e-70
MXRA5	ENSG00000101825.7	9.080	1.960	1.768	3.75e-53
GPR143	ENSG00000101850.12	5.270	0.220	2.362	4.11e-86
NXT2	ENSG00000101888.11	8.200	2.060	1.588	3.25e-137
PRPS2	ENSG00000101911.12	42.220	20.540	1.005	2.31e-58
SUV39H1	ENSG00000101945.16	8.280	3.060	1.193	7.65e-138
SRPX	ENSG00000101955.14	2.210	53.891	-4.096	6.21e-154
SYP	ENSG00000102003.10	1.000	5.290	-1.653	2.48e-98
SMARCA1	ENSG00000102038.15	2.600	14.100	-2.068	3.98e-47
SLC35A2	ENSG00000102100.14	36.339	12.450	1.473	1.54e-115
PCSK1N	ENSG00000102109.8	0.420	11.210	-3.104	4.54e-93
PGK1	ENSG00000102144.13	483.978	165.833	1.540	2.72e-92
MAGT1	ENSG00000102158.19	32.329	12.750	1.277	9.21e-103
SMS	ENSG00000102172.15	88.683	41.131	1.090	1.04e-84
RP2	ENSG00000102218.5	8.540	3.580	1.059	2.75e-78
TIMP1	ENSG00000102265.11	420.306	144.526	1.534	1.35e-54
KLF8	ENSG00000102349.14	0.530	5.230	-2.026	4.90e-121
SRPX2	ENSG00000102359.5	10.960	4.930	1.012	5.21e-25
SYTL4	ENSG00000102362.15	7.310	17.620	-1.164	2.41e-67
GLA	ENSG00000102393.9	34.520	15.680	1.091	1.37e-74
KIAA0226L	ENSG00000102445.18	30.181	3.980	2.646	5.11e-64
NDFIP2	ENSG00000102471.13	49.381	7.620	2.547	1.31e-87
KLF5	ENSG00000102554.13	146.798	11.530	3.560	1.21e-58
PARP4	ENSG00000102699.5	43.670	18.740	1.178	1.15e-58
SLC25A15	ENSG00000102743.14	9.380	1.690	1.948	8.80e-158
KATNAL1	ENSG00000102781.13	1.090	5.100	-1.545	1.78e-48
MEDAG	ENSG00000102802.9	1.280	5.600	-1.533	3.59e-39
OLFM4	ENSG00000102837.6	219.244	7.570	4.684	1.65e-29
MSLN	ENSG00000102854.14	22.500	0.920	3.613	2.70e-81
HSF4	ENSG00000102878.15	16.999	39.681	-1.176	5.53e-20
GDPD3	ENSG00000102886.14	7.010	18.480	-1.282	1.19e-28
NUTF2	ENSG00000102898.11	136.531	61.481	1.138	3.04e-99
TSNAXIP1	ENSG00000102904.14	0.250	1.900	-1.214	2.98e-76
MMP15	ENSG00000102996.4	34.939	15.220	1.148	3.31e-35
NDRG4	ENSG00000103034.14	1.940	6.490	-1.349	5.30e-59
HAS3	ENSG00000103044.10	3.890	1.040	1.261	1.27e-28
ESRP2	ENSG00000103067.11	30.479	4.420	2.538	5.07e-37
FA2H	ENSG00000103089.8	19.920	2.040	2.783	5.69e-51
TAF1C	ENSG00000103168.16	15.130	42.089	-1.418	2.16e-51
WFDC1	ENSG00000103175.10	5.840	30.670	-2.211	1.97e-54
FOXF1	ENSG00000103241.6	4.440	34.229	-2.695	3.22e-91
SLC7A5	ENSG00000103257.8	49.990	6.280	2.808	4.23e-137
GSPT1	ENSG00000103342.12	80.292	37.149	1.091	5.96e-85
TOX3	ENSG00000103460.16	16.280	1.350	2.878	6.83e-85
QPRT	ENSG00000103485.17	49.800	11.520	2.021	2.04e-30
PYCARD	ENSG00000103490.13	68.759	23.970	1.482	3.94e-42
TMC5	ENSG00000103534.16	37.820	1.970	3.708	1.84e-72
KNOP1	ENSG00000103550.13	24.230	8.980	1.338	1.72e-117
HERC1	ENSG00000103657.13	13.320	33.739	-1.279	3.97e-71
RASL12	ENSG00000103710.10	2.350	20.160	-2.659	2.26e-85
RAB11A	ENSG00000103769.9	201.564	91.372	1.133	3.23e-54
TTC23	ENSG00000103852.12	6.410	15.390	-1.145	1.65e-54
HOMER2	ENSG00000103942.12	0.650	2.590	-1.122	8.09e-44
FAM189A1	ENSG00000104059.4	0.390	2.080	-1.148	9.26e-32
RHOV	ENSG00000104140.6	3.790	0.560	1.618	7.70e-42
OIP5	ENSG00000104147.8	8.030	0.560	2.533	8.69e-134
